yearID,awardID,teamID,teamName,lgID,divID,playerName
2023,Most Valuable Player,ATL,Atlanta Braves,NL,E,Ronald Acuna
2023,Most Valuable Player,LAA,Los Angeles Angels of Anaheim,AL,W,Shohei Ohtani
2022,Most Valuable Player,NYA,New York Yankees,AL,E,Aaron Judge
2022,Most Valuable Player,SLN,St. Louis Cardinals,NL,C,Paul Goldschmidt
2020,Pitching Triple Crown,CLE,Cleveland Indians,AL,C,Shane Bieber
2023,Platinum Glove,CLE,Cleveland Guardians,AL,C,Andres Gimenez
2023,Platinum Glove,SDN,San Diego Padres,NL,W,Fernando Tatis
2022,Platinum Glove,NYA,New York Yankees,AL,E,Jose Trevino
2022,Platinum Glove,SLN,St. Louis Cardinals,NL,C,Nolan Arenado
2021,Silver Slugger,ATL,Atlanta Braves,NL,E,Max Fried
2021,Platinum Glove,HOU,Houston Astros,AL,W,Carlos Correa
2021,Platinum Glove,SLN,St. Louis Cardinals,NL,C,Nolan Arenado
2020,Platinum Glove,KCA,Kansas City Royals,AL,C,Alex Gordon
2020,Platinum Glove,COL,Colorado Rockies,NL,W,Nolan Arenado
2019,Platinum Glove,OAK,Oakland Athletics,AL,W,Matt Chapman
2019,Platinum Glove,COL,Colorado Rockies,NL,W,Nolan Arenado
2018,Platinum Glove,OAK,Oakland Athletics,AL,W,Matt Chapman
2018,Platinum Glove,COL,Colorado Rockies,NL,W,Nolan Arenado
2017,Platinum Glove,MIN,Minnesota Twins,AL,C,Byron Buxton
2017,Platinum Glove,COL,Colorado Rockies,NL,W,Nolan Arenado
2016,Platinum Glove,CHN,Chicago Cubs,NL,C,Anthony Rizzo
2016,Platinum Glove,CLE,Cleveland Indians,AL,C,Francisco Lindor
2015,Platinum Glove,TBA,Tampa Bay Rays,AL,E,Kevin Kiermaier
2015,Platinum Glove,SLN,St. Louis Cardinals,NL,C,Yadier Molina
2014,Platinum Glove,KCA,Kansas City Royals,AL,C,Alex Gordon
2014,Platinum Glove,SLN,St. Louis Cardinals,NL,C,Yadier Molina
2013,Platinum Glove,ATL,Atlanta Braves,NL,E,Andrelton Simmons
2013,Platinum Glove,BAL,Baltimore Orioles,AL,E,Manny Machado
2012,Platinum Glove,TEX,Texas Rangers,AL,W,Adrian Beltre
2012,Platinum Glove,SLN,St. Louis Cardinals,NL,C,Yadier Molina
2011,Platinum Glove,TEX,Texas Rangers,AL,W,Adrian Beltre
2011,Platinum Glove,SLN,St. Louis Cardinals,NL,C,Yadier Molina
2023,Rookie of the Year,ARI,Arizona Diamondbacks,NL,W,Corbin Carroll
2023,Rookie of the Year,BAL,Baltimore Orioles,AL,E,Gunnar Henderson
2022,Rookie of the Year,SEA,Seattle Mariners,AL,W,Julio Rodriguez
2022,Rookie of the Year,ATL,Atlanta Braves,NL,E,Michael Harris
2023,Silver Slugger,TBA,Tampa Bay Rays,AL,E,Yandy Diaz
2023,Silver Slugger,ATL,Atlanta Braves,NL,E,Matt Olson
2023,Silver Slugger,MIA,Miami Marlins,NL,E,Luis Arraez
2023,Silver Slugger,TEX,Texas Rangers,AL,W,Marcus Semien
2023,Silver Slugger,BOS,Boston Red Sox,AL,E,Rafael Devers
2023,Silver Slugger,ATL,Atlanta Braves,NL,E,Austin Riley
2023,Silver Slugger,MIL,Milwaukee Brewers,NL,C,William Contreras
2023,Silver Slugger,BAL,Baltimore Orioles,AL,E,Adley Rutschman
2023,Silver Slugger,PHI,Philadelphia Phillies,NL,E,Bryce Harper
2023,Silver Slugger,LAA,Los Angeles Angels of Anaheim,AL,W,Shohei Ohtani
2023,Silver Slugger,ATL,Atlanta Braves,NL,E,Ronald Acuna
2023,Silver Slugger,LAN,Los Angeles Dodgers,NL,W,Mookie Betts
2023,Silver Slugger,CHA,Chicago White Sox,AL,C,Luis Robert
2023,Silver Slugger,SEA,Seattle Mariners,AL,W,Julio Rodriguez
2023,Silver Slugger,SDN,San Diego Padres,NL,W,Juan Soto
2023,Silver Slugger,HOU,Houston Astros,AL,W,Kyle Tucker
2023,Silver Slugger,NYN,New York Mets,NL,E,Francisco Lindor
2023,Silver Slugger,TEX,Texas Rangers,AL,W,Corey Seager
2023,Silver Slugger,CHN,Chicago Cubs,NL,C,Cody Bellinger
2023,Silver Slugger,BAL,Baltimore Orioles,AL,E,Gunnar Henderson
2022,Silver Slugger,SLN,St. Louis Cardinals,NL,C,Paul Goldschmidt
2022,Silver Slugger,TEX,Texas Rangers,AL,W,Nathaniel Lowe
2022,Silver Slugger,HOU,Houston Astros,AL,W,Jose Altuve
2022,Silver Slugger,NYN,New York Mets,NL,E,Jeff McNeil
2022,Silver Slugger,SLN,St. Louis Cardinals,NL,C,Nolan Arenado
2022,Silver Slugger,CLE,Cleveland Guardians,AL,C,Jose Ramirez
2022,Silver Slugger,TOR,Toronto Blue Jays,AL,E,Alejandro Kirk
2022,Silver Slugger,PHI,Philadelphia Phillies,NL,E,J. T. Realmuto
2022,Silver Slugger,HOU,Houston Astros,AL,W,Yordan Alvarez
2022,Silver Slugger,SDN,San Diego Padres,NL,W,Josh Bell
2022,Silver Slugger,WAS,Washington Nationals,NL,E,Josh Bell
2022,Silver Slugger,LAN,Los Angeles Dodgers,NL,W,Mookie Betts
2022,Silver Slugger,NYA,New York Yankees,AL,E,Aaron Judge
2022,Silver Slugger,SEA,Seattle Mariners,AL,W,Julio Rodriguez
2022,Silver Slugger,PHI,Philadelphia Phillies,NL,E,Kyle Schwarber
2022,Silver Slugger,SDN,San Diego Padres,NL,W,Juan Soto
2022,Silver Slugger,WAS,Washington Nationals,NL,E,Juan Soto
2022,Silver Slugger,LAA,Los Angeles Angels of Anaheim,AL,W,Mike Trout
2022,Silver Slugger,BOS,Boston Red Sox,AL,E,Xander Bogaerts
2022,Silver Slugger,LAN,Los Angeles Dodgers,NL,W,Trea Turner
2022,Silver Slugger,MIN,Minnesota Twins,AL,C,Luis Arraez
2022,Silver Slugger,CIN,Cincinnati Reds,NL,C,Brandon Drury
2022,Silver Slugger,SDN,San Diego Padres,NL,W,Brandon Drury
2020,Gold Glove,TEX,Texas Rangers,AL,W,Isiah Kiner-Falefa
2020,Gold Glove,SEA,Seattle Mariners,AL,W,J. P. Crawford
2020,Gold Glove,CHA,Chicago White Sox,AL,C,Luis Robert
2020,Gold Glove,KCA,Kansas City Royals,AL,C,Alex Gordon
2020,Gold Glove,TEX,Texas Rangers,AL,W,Joey Gallo
2020,Gold Glove,LAA,Los Angeles Angels of Anaheim,AL,W,Griffin Canning
2020,Gold Glove,CIN,Cincinnati Reds,NL,C,Tucker Barnhart
2020,Gold Glove,CHN,Chicago Cubs,NL,C,Anthony Rizzo
2020,Gold Glove,SLN,St. Louis Cardinals,NL,C,Kolten Wong
2020,Gold Glove,COL,Colorado Rockies,NL,W,Nolan Arenado
2020,Gold Glove,CHN,Chicago Cubs,NL,C,Javier Baez
2020,Gold Glove,SLN,St. Louis Cardinals,NL,C,Tyler O'Neill
2020,Gold Glove,SDN,San Diego Padres,NL,W,Trent Grisham
2020,Gold Glove,LAN,Los Angeles Dodgers,NL,W,Mookie Betts
2020,Gold Glove,ATL,Atlanta Braves,NL,E,Max Fried
2023,Cy Young Award,SDN,San Diego Padres,NL,W,Blake Snell
2023,Cy Young Award,NYA,New York Yankees,AL,E,Gerrit Cole
2022,Cy Young Award,HOU,Houston Astros,AL,W,Justin Verlander
2022,Cy Young Award,MIA,Miami Marlins,NL,E,Sandy Alcantara
2023,Gold Glove,TEX,Texas Rangers,AL,W,Nathaniel Lowe
2023,Gold Glove,ARI,Arizona Diamondbacks,NL,W,Christian Walker
2023,Gold Glove,CLE,Cleveland Guardians,AL,C,Andres Gimenez
2023,Gold Glove,CHN,Chicago Cubs,NL,C,Nico Hoerner
2023,Gold Glove,TOR,Toronto Blue Jays,AL,E,Matt Chapman
2023,Gold Glove,PIT,Pittsburgh Pirates,NL,C,Ke'Bryan Hayes
2023,Gold Glove,TEX,Texas Rangers,AL,W,Jonah Heim
2023,Gold Glove,ARI,Arizona Diamondbacks,NL,W,Gabriel Moreno
2023,Gold Glove,COL,Colorado Rockies,NL,W,Brenton Doyle
2023,Gold Glove,TEX,Texas Rangers,AL,W,Adolis Garcia
2023,Gold Glove,CHN,Chicago Cubs,NL,C,Ian Happ
2023,Gold Glove,TOR,Toronto Blue Jays,AL,E,Kevin Kiermaier
2023,Gold Glove,CLE,Cleveland Guardians,AL,C,Steven Kwan
2023,Gold Glove,SDN,San Diego Padres,NL,W,Fernando Tatis
2023,Gold Glove,TOR,Toronto Blue Jays,AL,E,Jose Berrios
2023,Gold Glove,PHI,Philadelphia Phillies,NL,E,Zack Wheeler
2023,Gold Glove,CHN,Chicago Cubs,NL,C,Dansby Swanson
2023,Gold Glove,NYA,New York Yankees,AL,E,Anthony Volpe
2023,Gold Glove,HOU,Houston Astros,AL,W,Mauricio Dubon
2023,Gold Glove,SDN,San Diego Padres,NL,W,Ha-Seong Kim
2022,Gold Glove,TOR,Toronto Blue Jays,AL,E,Vladimir Guerrero
2022,Gold Glove,ARI,Arizona Diamondbacks,NL,W,Christian Walker
2022,Gold Glove,CLE,Cleveland Guardians,AL,C,Andres Gimenez
2022,Gold Glove,COL,Colorado Rockies,NL,W,Brendan Rodgers
2022,Gold Glove,SLN,St. Louis Cardinals,NL,C,Nolan Arenado
2022,Gold Glove,BAL,Baltimore Orioles,AL,E,Ramon Urias
2022,Gold Glove,PHI,Philadelphia Phillies,NL,E,J. T. Realmuto
2022,Gold Glove,NYA,New York Yankees,AL,E,Jose Trevino
2022,Gold Glove,LAN,Los Angeles Dodgers,NL,W,Mookie Betts
2022,Gold Glove,SDN,San Diego Padres,NL,W,Trent Grisham
2022,Gold Glove,CHN,Chicago Cubs,NL,C,Ian Happ
2022,Gold Glove,CLE,Cleveland Guardians,AL,C,Steven Kwan
2022,Gold Glove,CLE,Cleveland Guardians,AL,C,Myles Straw
2022,Gold Glove,HOU,Houston Astros,AL,W,Kyle Tucker
2022,Gold Glove,CLE,Cleveland Guardians,AL,C,Shane Bieber
2022,Gold Glove,ATL,Atlanta Braves,NL,E,Max Fried
2022,Gold Glove,HOU,Houston Astros,AL,W,Jeremy Pena
2022,Gold Glove,ATL,Atlanta Braves,NL,E,Dansby Swanson
2022,Gold Glove,SLN,St. Louis Cardinals,NL,C,Brendan Donovan
2022,Gold Glove,NYA,New York Yankees,AL,E,DJ LeMahieu
2018,Gold Glove,ATL,Atlanta Braves,NL,E,Freddie Freeman
2019,Most Valuable Player,LAA,Los Angeles Angels of Anaheim,AL,W,Mike Trout
2019,Most Valuable Player,LAN,Los Angeles Dodgers,NL,W,Cody Bellinger
2019,Cy Young Award,HOU,Houston Astros,AL,W,Justin Verlander
2019,Cy Young Award,NYN,New York Mets,NL,E,Jacob deGrom
2019,Rookie of the Year,HOU,Houston Astros,AL,W,Yordan Alvarez
2019,Rookie of the Year,NYN,New York Mets,NL,E,Pete Alonso
2019,Silver Slugger,MIN,Minnesota Twins,AL,C,Mitch Garver
2020,Silver Slugger,ATL,Atlanta Braves,NL,E,Marcell Ozuna
2021,Most Valuable Player,LAA,Los Angeles Angels of Anaheim,AL,W,Shohei Ohtani
2021,Most Valuable Player,PHI,Philadelphia Phillies,NL,E,Bryce Harper
2021,Cy Young Award,TOR,Toronto Blue Jays,AL,E,Robbie Ray
2021,Cy Young Award,MIL,Milwaukee Brewers,NL,C,Corbin Burnes
2021,Rookie of the Year,TBA,Tampa Bay Rays,AL,E,Randy Arozarena
2021,Rookie of the Year,CIN,Cincinnati Reds,NL,C,Jonathan India
2021,Silver Slugger,KCA,Kansas City Royals,AL,C,Salvador Perez
2021,Silver Slugger,TOR,Toronto Blue Jays,AL,E,Vladimir Guerrero
2021,Silver Slugger,TOR,Toronto Blue Jays,AL,E,Marcus Semien
2021,Silver Slugger,BOS,Boston Red Sox,AL,E,Rafael Devers
2021,Silver Slugger,BAL,Baltimore Orioles,AL,E,Cedric Mullins
2021,Silver Slugger,NYA,New York Yankees,AL,E,Aaron Judge
2021,Silver Slugger,TOR,Toronto Blue Jays,AL,E,Teoscar Hernandez
2021,Silver Slugger,LAA,Los Angeles Angels of Anaheim,AL,W,Shohei Ohtani
2021,Silver Slugger,SFN,San Francisco Giants,NL,W,Buster Posey
2021,Silver Slugger,ATL,Atlanta Braves,NL,E,Freddie Freeman
2021,Silver Slugger,ATL,Atlanta Braves,NL,E,Ozzie Albies
2021,Silver Slugger,ATL,Atlanta Braves,NL,E,Austin Riley
2021,Silver Slugger,SDN,San Diego Padres,NL,W,Fernando Tatis
2021,Silver Slugger,PHI,Philadelphia Phillies,NL,E,Bryce Harper
2021,Silver Slugger,CIN,Cincinnati Reds,NL,C,Nick Castellanos
2021,Silver Slugger,WAS,Washington Nationals,NL,E,Juan Soto
2021,Gold Glove,OAK,Oakland Athletics,AL,W,Sean Murphy
2021,Gold Glove,HOU,Houston Astros,AL,W,Yuli Gurriel
2021,Gold Glove,TOR,Toronto Blue Jays,AL,E,Marcus Semien
2021,Gold Glove,OAK,Oakland Athletics,AL,W,Matt Chapman
2021,Gold Glove,HOU,Houston Astros,AL,W,Carlos Correa
2021,Gold Glove,KCA,Kansas City Royals,AL,C,Michael Taylor
2021,Gold Glove,NYA,New York Yankees,AL,E,Joey Gallo
2021,Gold Glove,TEX,Texas Rangers,AL,W,Joey Gallo
2021,Gold Glove,KCA,Kansas City Royals,AL,C,Andrew Benintendi
2021,Gold Glove,CHA,Chicago White Sox,AL,C,Dallas Keuchel
2021,Gold Glove,PIT,Pittsburgh Pirates,NL,C,Jacob Stallings
2021,Gold Glove,SLN,St. Louis Cardinals,NL,C,Paul Goldschmidt
2021,Gold Glove,SLN,St. Louis Cardinals,NL,C,Tommy Edman
2021,Gold Glove,SLN,St. Louis Cardinals,NL,C,Nolan Arenado
2021,Gold Glove,SFN,San Francisco Giants,NL,W,Brandon Crawford
2021,Gold Glove,SLN,St. Louis Cardinals,NL,C,Tyler O'Neill
2021,Gold Glove,ATL,Atlanta Braves,NL,E,Adam Duvall
2021,Gold Glove,MIA,Miami Marlins,NL,E,Adam Duvall
2021,Gold Glove,SLN,St. Louis Cardinals,NL,C,Harrison Bader
2021,Gold Glove,ATL,Atlanta Braves,NL,E,Max Fried
2017,Gold Glove,MIA,Miami Marlins,NL,E,Marcell Ozuna
2017,Gold Glove,ATL,Atlanta Braves,NL,E,Ender Inciarte
2017,Gold Glove,CHN,Chicago Cubs,NL,C,Jason Heyward
2017,Gold Glove,ARI,Arizona Diamondbacks,NL,W,Zack Greinke
2019,Silver Slugger,CLE,Cleveland Indians,AL,C,Carlos Santana
2019,Silver Slugger,NYA,New York Yankees,AL,E,DJ LeMahieu
2019,Silver Slugger,HOU,Houston Astros,AL,W,Alex Bregman
2019,Silver Slugger,HOU,Houston Astros,AL,W,George Springer
2019,Silver Slugger,LAA,Los Angeles Angels of Anaheim,AL,W,Mike Trout
2019,Silver Slugger,BOS,Boston Red Sox,AL,E,Mookie Betts
2019,Silver Slugger,MIN,Minnesota Twins,AL,C,Nelson Cruz
2019,Silver Slugger,PHI,Philadelphia Phillies,NL,E,J. T. Realmuto
2019,Silver Slugger,ATL,Atlanta Braves,NL,E,Freddie Freeman
2019,Silver Slugger,ATL,Atlanta Braves,NL,E,Ozzie Albies
2019,Silver Slugger,WAS,Washington Nationals,NL,E,Anthony Rendon
2019,Silver Slugger,COL,Colorado Rockies,NL,W,Trevor Story
2019,Silver Slugger,ATL,Atlanta Braves,NL,E,Ronald Acuna
2019,Silver Slugger,MIL,Milwaukee Brewers,NL,C,Christian Yelich
2019,Silver Slugger,LAN,Los Angeles Dodgers,NL,W,Cody Bellinger
2019,Silver Slugger,ARI,Arizona Diamondbacks,NL,W,Zack Greinke
2019,Silver Slugger,ARI,Arizona Diamondbacks,NL,W,Zack Greinke
2019,Silver Slugger,HOU,Houston Astros,AL,W,Zack Greinke
2019,Silver Slugger,HOU,Houston Astros,AL,W,Zack Greinke
2019,Gold Glove,CLE,Cleveland Indians,AL,C,Roberto Perez
2019,Gold Glove,OAK,Oakland Athletics,AL,W,Matt Olson
2019,Gold Glove,CHA,Chicago White Sox,AL,C,Carlos Sanchez
2019,Gold Glove,OAK,Oakland Athletics,AL,W,Matt Chapman
2019,Gold Glove,CLE,Cleveland Indians,AL,C,Francisco Lindor
2019,Gold Glove,KCA,Kansas City Royals,AL,C,Alex Gordon
2019,Gold Glove,TBA,Tampa Bay Rays,AL,E,Kevin Kiermaier
2019,Gold Glove,BOS,Boston Red Sox,AL,E,Mookie Betts
2019,Gold Glove,ARI,Arizona Diamondbacks,NL,W,Mike Leake
2019,Gold Glove,ARI,Arizona Diamondbacks,NL,W,Mike Leake
2019,Gold Glove,SEA,Seattle Mariners,AL,W,Mike Leake
2019,Gold Glove,SEA,Seattle Mariners,AL,W,Mike Leake
2019,Gold Glove,PHI,Philadelphia Phillies,NL,E,J. T. Realmuto
2019,Gold Glove,CHN,Chicago Cubs,NL,C,Anthony Rizzo
2019,Gold Glove,SLN,St. Louis Cardinals,NL,C,Kolten Wong
2019,Gold Glove,COL,Colorado Rockies,NL,W,Nolan Arenado
2019,Gold Glove,ARI,Arizona Diamondbacks,NL,W,Nick Ahmed
2019,Gold Glove,MIL,Milwaukee Brewers,NL,C,Lorenzo Cain
2019,Gold Glove,LAN,Los Angeles Dodgers,NL,W,Cody Bellinger
2019,Gold Glove,ARI,Arizona Diamondbacks,NL,W,David Peralta
2019,Gold Glove,ARI,Arizona Diamondbacks,NL,W,Zack Greinke
2019,Gold Glove,ARI,Arizona Diamondbacks,NL,W,Zack Greinke
2019,Gold Glove,HOU,Houston Astros,AL,W,Zack Greinke
2019,Gold Glove,HOU,Houston Astros,AL,W,Zack Greinke
2020,Most Valuable Player,CHA,Chicago White Sox,AL,C,Jose Abreu
2020,Most Valuable Player,ATL,Atlanta Braves,NL,E,Freddie Freeman
2020,Cy Young Award,CLE,Cleveland Indians,AL,C,Shane Bieber
2020,Cy Young Award,CIN,Cincinnati Reds,NL,C,Trevor Bauer
2020,Rookie of the Year,SEA,Seattle Mariners,AL,W,Kyle Lewis
2020,Rookie of the Year,MIL,Milwaukee Brewers,NL,C,Devin Williams
2020,Silver Slugger,KCA,Kansas City Royals,AL,C,Salvador Perez
2020,Silver Slugger,CHA,Chicago White Sox,AL,C,Jose Abreu
2020,Silver Slugger,NYA,New York Yankees,AL,E,DJ LeMahieu
2020,Silver Slugger,CLE,Cleveland Indians,AL,C,Jose Ramirez
2020,Silver Slugger,CHA,Chicago White Sox,AL,C,Eloy Jimenez
2020,Silver Slugger,TOR,Toronto Blue Jays,AL,E,Teoscar Hernandez
2020,Silver Slugger,LAA,Los Angeles Angels of Anaheim,AL,W,Mike Trout
2020,Silver Slugger,MIN,Minnesota Twins,AL,C,Nelson Cruz
2020,Silver Slugger,ATL,Atlanta Braves,NL,E,Travis d'Arnaud
2020,Silver Slugger,ATL,Atlanta Braves,NL,E,Freddie Freeman
2020,Silver Slugger,SFN,San Francisco Giants,NL,W,Donovan Solano
2020,Silver Slugger,SDN,San Diego Padres,NL,W,Manny Machado
2020,Silver Slugger,SDN,San Diego Padres,NL,W,Fernando Tatis
2020,Silver Slugger,WAS,Washington Nationals,NL,E,Juan Soto
2020,Silver Slugger,LAN,Los Angeles Dodgers,NL,W,Mookie Betts
2020,Silver Slugger,ATL,Atlanta Braves,NL,E,Ronald Acuna
2020,Gold Glove,CLE,Cleveland Indians,AL,C,Roberto Perez
2020,Gold Glove,SEA,Seattle Mariners,AL,W,Evan White
2020,Gold Glove,CLE,Cleveland Indians,AL,C,Cesar Hernandez
2018,Most Valuable Player,BOS,Boston Red Sox,AL,E,Mookie Betts
2018,Most Valuable Player,MIL,Milwaukee Brewers,NL,C,Christian Yelich
2018,Cy Young Award,TBA,Tampa Bay Rays,AL,E,Blake Snell
2018,Cy Young Award,NYN,New York Mets,NL,E,Jacob deGrom
2018,Rookie of the Year,LAA,Los Angeles Angels of Anaheim,AL,W,Shohei Ohtani
