yearID,awardID,teamID,teamName,lgID,divID,playerName
2011,Silver Slugger,NYA,New York Yankees,AL,E,Robinson Cano
2011,Silver Slugger,TEX,Texas Rangers,AL,W,Adrian Beltre
2011,Silver Slugger,DET,Detroit Tigers,AL,C,Alex Avila
2011,Silver Slugger,BOS,Boston Red Sox,AL,E,David Ortiz
2011,Silver Slugger,TOR,Toronto Blue Jays,AL,E,Jose Bautista
2011,Silver Slugger,BOS,Boston Red Sox,AL,E,Jacoby Ellsbury
2011,Silver Slugger,NYA,New York Yankees,AL,E,Curtis Granderson
2011,Silver Slugger,CLE,Cleveland Indians,AL,C,Asdrubal Cabrera
2011,Silver Slugger,MIL,Milwaukee Brewers,NL,C,Prince Fielder
2011,Silver Slugger,CIN,Cincinnati Reds,NL,C,Brandon Phillips
2011,Silver Slugger,CHN,Chicago Cubs,NL,C,Aramis Ramirez
2011,Silver Slugger,ATL,Atlanta Braves,NL,E,Brian McCann
2011,Silver Slugger,MIL,Milwaukee Brewers,NL,C,Ryan Braun
2011,Silver Slugger,LAN,Los Angeles Dodgers,NL,W,Matt Kemp
2011,Silver Slugger,ARI,Arizona Diamondbacks,NL,W,Justin Upton
2011,Silver Slugger,ARI,Arizona Diamondbacks,NL,W,Daniel Hudson
2011,Silver Slugger,COL,Colorado Rockies,NL,W,Troy Tulowitzki
2012,Cy Young Award,TBA,Tampa Bay Rays,AL,E,David Price
2012,Cy Young Award,NYN,New York Mets,NL,E,R. A. Dickey
2012,Gold Glove,NYA,New York Yankees,AL,E,Mark Teixeira
2012,Gold Glove,NYA,New York Yankees,AL,E,Robinson Cano
2012,Gold Glove,TEX,Texas Rangers,AL,W,Adrian Beltre
2012,Gold Glove,BAL,Baltimore Orioles,AL,E,Matt Wieters
2012,Gold Glove,BAL,Baltimore Orioles,AL,E,Adam Jones
2012,Gold Glove,KCA,Kansas City Royals,AL,C,Alex Gordon
2012,Gold Glove,TBA,Tampa Bay Rays,AL,E,Jeremy Hellickson
2012,Gold Glove,OAK,Oakland Athletics,AL,W,Josh Reddick
2012,Gold Glove,BAL,Baltimore Orioles,AL,E,J. J. Hardy
2012,Gold Glove,WAS,Washington Nationals,NL,E,Adam LaRoche
2012,Gold Glove,CHN,Chicago Cubs,NL,C,Darwin Barney
2012,Gold Glove,SDN,San Diego Padres,NL,W,Chase Headley
2012,Gold Glove,SLN,St. Louis Cardinals,NL,C,Yadier Molina
2012,Gold Glove,PIT,Pittsburgh Pirates,NL,C,Andrew McCutchen
2012,Gold Glove,COL,Colorado Rockies,NL,W,Carlos Gonzalez
2012,Gold Glove,MIA,Miami Marlins,NL,E,Mark Buehrle
2012,Gold Glove,ATL,Atlanta Braves,NL,E,Jason Heyward
2012,Gold Glove,PHI,Philadelphia Phillies,NL,E,Jimmy Rollins
2012,Most Valuable Player,DET,Detroit Tigers,AL,C,Miguel Cabrera
2012,Most Valuable Player,SFN,San Francisco Giants,NL,W,Buster Posey
2012,Rookie of the Year,LAA,Los Angeles Angels of Anaheim,AL,W,Mike Trout
2012,Rookie of the Year,WAS,Washington Nationals,NL,E,Bryce Harper
2012,Silver Slugger,DET,Detroit Tigers,AL,C,Prince Fielder
2012,Silver Slugger,NYA,New York Yankees,AL,E,Robinson Cano
2012,Silver Slugger,DET,Detroit Tigers,AL,C,Miguel Cabrera
2012,Silver Slugger,CHA,Chicago White Sox,AL,C,A. J. Pierzynski
2012,Silver Slugger,KCA,Kansas City Royals,AL,C,Billy Butler
2012,Silver Slugger,TEX,Texas Rangers,AL,W,Josh Hamilton
2012,Silver Slugger,LAA,Los Angeles Angels of Anaheim,AL,W,Mike Trout
2012,Silver Slugger,MIN,Minnesota Twins,AL,C,Josh Willingham
2012,Silver Slugger,NYA,New York Yankees,AL,E,Derek Jeter
2012,Silver Slugger,WAS,Washington Nationals,NL,E,Adam LaRoche
2012,Silver Slugger,ARI,Arizona Diamondbacks,NL,W,Aaron Hill
2012,Silver Slugger,SDN,San Diego Padres,NL,W,Chase Headley
2012,Silver Slugger,SFN,San Francisco Giants,NL,W,Buster Posey
2012,Silver Slugger,MIL,Milwaukee Brewers,NL,C,Ryan Braun
2012,Silver Slugger,CIN,Cincinnati Reds,NL,C,Jay Bruce
2012,Silver Slugger,PIT,Pittsburgh Pirates,NL,C,Andrew McCutchen
2012,Silver Slugger,WAS,Washington Nationals,NL,E,Stephen Strasburg
2012,Silver Slugger,WAS,Washington Nationals,NL,E,Ian Desmond
2012,Triple Crown,DET,Detroit Tigers,AL,C,Miguel Cabrera
2013,Cy Young Award,DET,Detroit Tigers,AL,C,Max Scherzer
2013,Cy Young Award,LAN,Los Angeles Dodgers,NL,W,Clayton Kershaw
2013,Gold Glove,KCA,Kansas City Royals,AL,C,Eric Hosmer
2013,Gold Glove,BOS,Boston Red Sox,AL,E,Dustin Pedroia
2013,Gold Glove,BAL,Baltimore Orioles,AL,E,Manny Machado
2013,Gold Glove,KCA,Kansas City Royals,AL,C,Salvador Perez
2013,Gold Glove,BAL,Baltimore Orioles,AL,E,Adam Jones
2013,Gold Glove,KCA,Kansas City Royals,AL,C,Alex Gordon
2013,Gold Glove,TOR,Toronto Blue Jays,AL,E,R. A. Dickey
2013,Gold Glove,BOS,Boston Red Sox,AL,E,Shane Victorino
2013,Gold Glove,BAL,Baltimore Orioles,AL,E,J. J. Hardy
2013,Gold Glove,ARI,Arizona Diamondbacks,NL,W,Paul Goldschmidt
2013,Gold Glove,CIN,Cincinnati Reds,NL,C,Brandon Phillips
2013,Gold Glove,COL,Colorado Rockies,NL,W,Nolan Arenado
2013,Gold Glove,SLN,St. Louis Cardinals,NL,C,Yadier Molina
2013,Gold Glove,MIL,Milwaukee Brewers,NL,C,Carlos Gomez
2013,Gold Glove,COL,Colorado Rockies,NL,W,Carlos Gonzalez
2013,Gold Glove,SLN,St. Louis Cardinals,NL,C,Adam Wainwright
2013,Gold Glove,ARI,Arizona Diamondbacks,NL,W,Gerardo Parra
2013,Gold Glove,ATL,Atlanta Braves,NL,E,Andrelton Simmons
2013,Most Valuable Player,DET,Detroit Tigers,AL,C,Miguel Cabrera
2013,Most Valuable Player,PIT,Pittsburgh Pirates,NL,C,Andrew McCutchen
2013,Rookie of the Year,TBA,Tampa Bay Rays,AL,E,Wil Myers
2013,Rookie of the Year,MIA,Miami Marlins,NL,E,Jose Fernandez
2013,Silver Slugger,BAL,Baltimore Orioles,AL,E,Chris Davis
2013,Silver Slugger,NYA,New York Yankees,AL,E,Robinson Cano
2013,Silver Slugger,DET,Detroit Tigers,AL,C,Miguel Cabrera
2013,Silver Slugger,MIN,Minnesota Twins,AL,C,Joe Mauer
2013,Silver Slugger,BOS,Boston Red Sox,AL,E,David Ortiz
2013,Silver Slugger,DET,Detroit Tigers,AL,C,Torii Hunter
2013,Silver Slugger,BAL,Baltimore Orioles,AL,E,Adam Jones
2013,Silver Slugger,LAA,Los Angeles Angels of Anaheim,AL,W,Mike Trout
2013,Silver Slugger,BAL,Baltimore Orioles,AL,E,J. J. Hardy
2013,Silver Slugger,ARI,Arizona Diamondbacks,NL,W,Paul Goldschmidt
2013,Silver Slugger,SLN,St. Louis Cardinals,NL,C,Matt Carpenter
2013,Silver Slugger,PIT,Pittsburgh Pirates,NL,C,Pedro Alvarez
2013,Silver Slugger,SLN,St. Louis Cardinals,NL,C,Yadier Molina
2013,Silver Slugger,CIN,Cincinnati Reds,NL,C,Jay Bruce
2013,Silver Slugger,COL,Colorado Rockies,NL,W,Michael Cuddyer
2013,Silver Slugger,PIT,Pittsburgh Pirates,NL,C,Andrew McCutchen
2013,Silver Slugger,LAN,Los Angeles Dodgers,NL,W,Zack Greinke
2013,Silver Slugger,WAS,Washington Nationals,NL,E,Ian Desmond
2014,Cy Young Award,CLE,Cleveland Indians,AL,C,Corey Kluber
2014,Cy Young Award,LAN,Los Angeles Dodgers,NL,W,Clayton Kershaw
2014,Gold Glove,KCA,Kansas City Royals,AL,C,Eric Hosmer
2014,Gold Glove,BOS,Boston Red Sox,AL,E,Dustin Pedroia
2014,Gold Glove,SEA,Seattle Mariners,AL,W,Kyle Seager
2014,Gold Glove,KCA,Kansas City Royals,AL,C,Salvador Perez
2014,Gold Glove,BAL,Baltimore Orioles,AL,E,Nick Markakis
2014,Gold Glove,KCA,Kansas City Royals,AL,C,Alex Gordon
2014,Gold Glove,HOU,Houston Astros,AL,W,Dallas Keuchel
2014,Gold Glove,BAL,Baltimore Orioles,AL,E,Adam Jones
2014,Gold Glove,BAL,Baltimore Orioles,AL,E,J. J. Hardy
2014,Gold Glove,LAN,Los Angeles Dodgers,NL,W,Adrian Gonzalez
2014,Gold Glove,COL,Colorado Rockies,NL,W,DJ LeMahieu
2014,Gold Glove,COL,Colorado Rockies,NL,W,Nolan Arenado
2014,Gold Glove,SLN,St. Louis Cardinals,NL,C,Yadier Molina
2014,Gold Glove,NYN,New York Mets,NL,E,Juan Lagares
2014,Gold Glove,MIA,Miami Marlins,NL,E,Christian Yelich
2014,Gold Glove,LAN,Los Angeles Dodgers,NL,W,Zack Greinke
2014,Gold Glove,ATL,Atlanta Braves,NL,E,Jason Heyward
2014,Gold Glove,ATL,Atlanta Braves,NL,E,Andrelton Simmons
2014,Most Valuable Player,LAA,Los Angeles Angels of Anaheim,AL,W,Mike Trout
2014,Most Valuable Player,LAN,Los Angeles Dodgers,NL,W,Clayton Kershaw
2014,Rookie of the Year,CHA,Chicago White Sox,AL,C,Jose Abreu
2014,Rookie of the Year,NYN,New York Mets,NL,E,Jacob deGrom
2014,Silver Slugger,CHA,Chicago White Sox,AL,C,Jose Abreu
2014,Silver Slugger,HOU,Houston Astros,AL,W,Jose Altuve
2014,Silver Slugger,TEX,Texas Rangers,AL,W,Adrian Beltre
2014,Silver Slugger,CLE,Cleveland Indians,AL,C,Yan Gomes
2014,Silver Slugger,DET,Detroit Tigers,AL,C,Victor Martinez
2014,Silver Slugger,LAA,Los Angeles Angels of Anaheim,AL,W,Mike Trout
2014,Silver Slugger,CLE,Cleveland Indians,AL,C,Michael Brantley
2014,Silver Slugger,TOR,Toronto Blue Jays,AL,E,Jose Bautista
2014,Silver Slugger,CHA,Chicago White Sox,AL,C,Alexei Ramirez
2014,Silver Slugger,LAN,Los Angeles Dodgers,NL,W,Adrian Gonzalez
2014,Silver Slugger,PIT,Pittsburgh Pirates,NL,C,Neil Walker
2014,Silver Slugger,WAS,Washington Nationals,NL,E,Anthony Rendon
2014,Silver Slugger,SFN,San Francisco Giants,NL,W,Buster Posey
2014,Silver Slugger,ATL,Atlanta Braves,NL,E,Justin Upton
2014,Silver Slugger,MIA,Miami Marlins,NL,E,Giancarlo Stanton
2014,Silver Slugger,PIT,Pittsburgh Pirates,NL,C,Andrew McCutchen
2014,Silver Slugger,SFN,San Francisco Giants,NL,W,Madison Bumgarner
2014,Silver Slugger,WAS,Washington Nationals,NL,E,Ian Desmond
2015,Cy Young Award,HOU,Houston Astros,AL,W,Dallas Keuchel
2015,Cy Young Award,CHN,Chicago Cubs,NL,C,Jake Arrieta
2015,Gold Glove,KCA,Kansas City Royals,AL,C,Eric Hosmer
2015,Gold Glove,HOU,Houston Astros,AL,W,Jose Altuve
2015,Gold Glove,BAL,Baltimore Orioles,AL,E,Manny Machado
2015,Gold Glove,KCA,Kansas City Royals,AL,C,Salvador Perez
2015,Gold Glove,TBA,Tampa Bay Rays,AL,E,Kevin Kiermaier
2015,Gold Glove,DET,Detroit Tigers,AL,C,Yoenis Cespedes
2015,Gold Glove,NYN,New York Mets,NL,E,Yoenis Cespedes
2015,Gold Glove,HOU,Houston Astros,AL,W,Dallas Keuchel
2015,Gold Glove,LAA,Los Angeles Angels of Anaheim,AL,W,Kole Calhoun
2015,Gold Glove,KCA,Kansas City Royals,AL,C,Alcides Escobar
2015,Gold Glove,ARI,Arizona Diamondbacks,NL,W,Paul Goldschmidt
2015,Gold Glove,MIA,Miami Marlins,NL,E,Dee Strange-Gordon
2015,Gold Glove,COL,Colorado Rockies,NL,W,Nolan Arenado
2015,Gold Glove,SLN,St. Louis Cardinals,NL,C,Yadier Molina
2015,Gold Glove,ARI,Arizona Diamondbacks,NL,W,AJ Pollock
2015,Gold Glove,PIT,Pittsburgh Pirates,NL,C,Starling Marte
2015,Gold Glove,LAN,Los Angeles Dodgers,NL,W,Zack Greinke
2015,Gold Glove,SLN,St. Louis Cardinals,NL,C,Jason Heyward
2015,Gold Glove,SFN,San Francisco Giants,NL,W,Brandon Crawford
2015,Most Valuable Player,TOR,Toronto Blue Jays,AL,E,Josh Donaldson
2015,Most Valuable Player,WAS,Washington Nationals,NL,E,Bryce Harper
2015,Rookie of the Year,HOU,Houston Astros,AL,W,Carlos Correa
2015,Rookie of the Year,CHN,Chicago Cubs,NL,C,Kris Bryant
2015,Silver Slugger,DET,Detroit Tigers,AL,C,Miguel Cabrera
2015,Silver Slugger,HOU,Houston Astros,AL,W,Jose Altuve
2015,Silver Slugger,TOR,Toronto Blue Jays,AL,E,Josh Donaldson
2015,Silver Slugger,NYA,New York Yankees,AL,E,Brian McCann
2015,Silver Slugger,KCA,Kansas City Royals,AL,C,Kendrys Morales
2015,Silver Slugger,LAA,Los Angeles Angels of Anaheim,AL,W,Mike Trout
2015,Silver Slugger,DET,Detroit Tigers,AL,C,J. D. Martinez
2015,Silver Slugger,SEA,Seattle Mariners,AL,W,Nelson Cruz
2015,Silver Slugger,BOS,Boston Red Sox,AL,E,Xander Bogaerts
2015,Silver Slugger,ARI,Arizona Diamondbacks,NL,W,Paul Goldschmidt
2015,Silver Slugger,MIA,Miami Marlins,NL,E,Dee Strange-Gordon
2015,Silver Slugger,COL,Colorado Rockies,NL,W,Nolan Arenado
2015,Silver Slugger,SFN,San Francisco Giants,NL,W,Buster Posey
2015,Silver Slugger,WAS,Washington Nationals,NL,E,Bryce Harper
2015,Silver Slugger,COL,Colorado Rockies,NL,W,Carlos Gonzalez
2015,Silver Slugger,PIT,Pittsburgh Pirates,NL,C,Andrew McCutchen
2015,Silver Slugger,SFN,San Francisco Giants,NL,W,Madison Bumgarner
2015,Silver Slugger,SFN,San Francisco Giants,NL,W,Brandon Crawford
2016,Silver Slugger,KCA,Kansas City Royals,AL,C,Salvador Perez
2016,Silver Slugger,DET,Detroit Tigers,AL,C,Miguel Cabrera
2016,Silver Slugger,HOU,Houston Astros,AL,W,Jose Altuve
2016,Silver Slugger,TOR,Toronto Blue Jays,AL,E,Josh Donaldson
2016,Silver Slugger,BOS,Boston Red Sox,AL,E,Xander Bogaerts
2016,Silver Slugger,BOS,Boston Red Sox,AL,E,Mookie Betts
2016,Silver Slugger,LAA,Los Angeles Angels of Anaheim,AL,W,Mike Trout
2016,Silver Slugger,BAL,Baltimore Orioles,AL,E,Mark Trumbo
2016,Silver Slugger,BOS,Boston Red Sox,AL,E,David Ortiz
2016,Silver Slugger,WAS,Washington Nationals,NL,E,Wilson Ramos
2016,Silver Slugger,CHN,Chicago Cubs,NL,C,Anthony Rizzo
2016,Silver Slugger,WAS,Washington Nationals,NL,E,Daniel Murphy
2016,Silver Slugger,COL,Colorado Rockies,NL,W,Nolan Arenado
2016,Silver Slugger,LAN,Los Angeles Dodgers,NL,W,Corey Seager
2016,Silver Slugger,COL,Colorado Rockies,NL,W,Charlie Blackmon
2016,Silver Slugger,NYN,New York Mets,NL,E,Yoenis Cespedes
2016,Silver Slugger,MIA,Miami Marlins,NL,E,Christian Yelich
2016,Silver Slugger,CHN,Chicago Cubs,NL,C,Jake Arrieta
2016,Gold Glove,KCA,Kansas City Royals,AL,C,Salvador Perez
2016,Gold Glove,TEX,Texas Rangers,AL,W,Mitch Moreland
2016,Gold Glove,DET,Detroit Tigers,AL,C,Ian Kinsler
2016,Gold Glove,TEX,Texas Rangers,AL,W,Adrian Beltre
2016,Gold Glove,CLE,Cleveland Indians,AL,C,Francisco Lindor
2016,Gold Glove,NYA,New York Yankees,AL,E,Brett Gardner
2016,Gold Glove,TBA,Tampa Bay Rays,AL,E,Kevin Kiermaier
2016,Gold Glove,BOS,Boston Red Sox,AL,E,Mookie Betts
2016,Gold Glove,HOU,Houston Astros,AL,W,Dallas Keuchel
2016,Gold Glove,SFN,San Francisco Giants,NL,W,Buster Posey
2016,Gold Glove,CHN,Chicago Cubs,NL,C,Anthony Rizzo
2016,Gold Glove,SFN,San Francisco Giants,NL,W,Joe Panik
2016,Gold Glove,COL,Colorado Rockies,NL,W,Nolan Arenado
2016,Gold Glove,SFN,San Francisco Giants,NL,W,Brandon Crawford
2016,Gold Glove,PIT,Pittsburgh Pirates,NL,C,Starling Marte
2016,Gold Glove,ATL,Atlanta Braves,NL,E,Ender Inciarte
2016,Gold Glove,CHN,Chicago Cubs,NL,C,Jason Heyward
2016,Gold Glove,ARI,Arizona Diamondbacks,NL,W,Zack Greinke
2016,Most Valuable Player,LAA,Los Angeles Angels of Anaheim,AL,W,Mike Trout
2016,Most Valuable Player,CHN,Chicago Cubs,NL,C,Kris Bryant
2016,Cy Young Award,BOS,Boston Red Sox,AL,E,Rick Porcello
2016,Cy Young Award,WAS,Washington Nationals,NL,E,Max Scherzer
2016,Rookie of the Year,DET,Detroit Tigers,AL,C,Michael Fulmer
2016,Rookie of the Year,LAN,Los Angeles Dodgers,NL,W,Corey Seager
2017,Most Valuable Player,HOU,Houston Astros,AL,W,Jose Altuve
2017,Most Valuable Player,MIA,Miami Marlins,NL,E,Giancarlo Stanton
2017,Cy Young Award,CLE,Cleveland Indians,AL,C,Corey Kluber
2017,Cy Young Award,WAS,Washington Nationals,NL,E,Max Scherzer
2017,Rookie of the Year,NYA,New York Yankees,AL,E,Aaron Judge
2017,Rookie of the Year,LAN,Los Angeles Dodgers,NL,W,Cody Bellinger
2017,Silver Slugger,NYA,New York Yankees,AL,E,Gary Sanchez
2017,Silver Slugger,KCA,Kansas City Royals,AL,C,Eric Hosmer
2017,Silver Slugger,HOU,Houston Astros,AL,W,Jose Altuve
2017,Silver Slugger,CLE,Cleveland Indians,AL,C,Jose Ramirez
2017,Silver Slugger,NYA,New York Yankees,AL,E,Aaron Judge
2017,Silver Slugger,HOU,Houston Astros,AL,W,George Springer
2017,Silver Slugger,DET,Detroit Tigers,AL,C,Justin Upton
2017,Silver Slugger,LAA,Los Angeles Angels of Anaheim,AL,W,Justin Upton
2017,Silver Slugger,SEA,Seattle Mariners,AL,W,Nelson Cruz
2017,Silver Slugger,SFN,San Francisco Giants,NL,W,Buster Posey
2017,Silver Slugger,ARI,Arizona Diamondbacks,NL,W,Paul Goldschmidt
2017,Silver Slugger,WAS,Washington Nationals,NL,E,Daniel Murphy
2017,Silver Slugger,COL,Colorado Rockies,NL,W,Nolan Arenado
2017,Silver Slugger,LAN,Los Angeles Dodgers,NL,W,Corey Seager
2017,Silver Slugger,MIA,Miami Marlins,NL,E,Giancarlo Stanton
2017,Silver Slugger,MIA,Miami Marlins,NL,E,Marcell Ozuna
2017,Silver Slugger,COL,Colorado Rockies,NL,W,Charlie Blackmon
2017,Silver Slugger,SLN,St. Louis Cardinals,NL,C,Adam Wainwright
2017,Gold Glove,LAA,Los Angeles Angels of Anaheim,AL,W,Martin Maldonado
2017,Gold Glove,KCA,Kansas City Royals,AL,C,Eric Hosmer
2017,Gold Glove,MIN,Minnesota Twins,AL,C,Brian Dozier
2017,Gold Glove,TBA,Tampa Bay Rays,AL,E,Evan Longoria
2017,Gold Glove,LAA,Los Angeles Angels of Anaheim,AL,W,Andrelton Simmons
2017,Gold Glove,KCA,Kansas City Royals,AL,C,Alex Gordon
2017,Gold Glove,MIN,Minnesota Twins,AL,C,Byron Buxton
2017,Gold Glove,BOS,Boston Red Sox,AL,E,Mookie Betts
2017,Gold Glove,TOR,Toronto Blue Jays,AL,E,Marcus Stroman
2017,Gold Glove,CIN,Cincinnati Reds,NL,C,Tucker Barnhart
2017,Gold Glove,ARI,Arizona Diamondbacks,NL,W,Paul Goldschmidt
2017,Gold Glove,COL,Colorado Rockies,NL,W,DJ LeMahieu
2017,Gold Glove,COL,Colorado Rockies,NL,W,Nolan Arenado
2017,Gold Glove,SFN,San Francisco Giants,NL,W,Brandon Crawford