teamID,yearID,team_name,total_payroll,hitters_salary,pitchers_salary,W,cost_per_win,HR,cost_per_hr,SO,cost_per_strikeout
MIA,2016,Miami Marlins,80486702,78990702,37942500,79,1018819,128,617114,1213.0,31279.884583676834
MIL,2000,Milwaukee Brewers,64505333,63633333,39705500,73,883634,177,359510,1245.0,31891.967871485944
MIL,2001,Milwaukee Brewers,48086833,47870833,19935000,68,707159,209,229047,1399.0,14249.463902787706
MIL,2002,Milwaukee Brewers,73962833,70207833,25010000,56,1320764,139,505092,1125.0,22231.11111111111
MIL,2003,Milwaukee Brewers,70142000,69837000,33351000,68,1031500,196,356311,1221.0,27314.496314496315
MIL,2004,Milwaukee Brewers,30748500,30748500,10624000,67,458932,135,227766,1312.0,8097.5609756097565
MIL,2005,Milwaukee Brewers,42059833,42059833,12017000,81,519257,175,240341,1162.0,10341.652323580034
MIL,2006,Milwaukee Brewers,67079333,67079333,25009000,75,894391,180,372662,1233.0,20283.049472830495
MIL,2007,Milwaukee Brewers,76086500,70336500,41079167,83,916704,231,304487,1137.0,36129.43447669305
MIL,2008,Milwaukee Brewers,81351499,77101499,50787999,90,903905,198,389401,1203.0,42217.788029925185
MIL,2009,Milwaukee Brewers,87107502,87107502,37260002,80,1088843,182,478612,1231.0,30268.07636068237
MIL,2010,Milwaukee Brewers,120208278,119808278,89522778,77,1561146,182,658287,1216.0,73620.70559210527
MIL,2011,Milwaukee Brewers,88197333,86997333,44324000,96,918722,185,470255,1083.0,40927.05447830102
MIL,2012,Milwaukee Brewers,168228944,168228944,121324000,83,2026854,202,832816,1240.0,97841.93548387097
MIL,2013,Milwaukee Brewers,91947033,91947033,49379922,74,1242527,157,585649,1183.0,41741.2696534235
MIL,2014,Milwaukee Brewers,101217000,101217000,50169000,82,1234353,150,674780,1197.0,41912.28070175439
MIL,2015,Milwaukee Brewers,167133500,167133500,81713500,68,2457845,145,1152644,1299.0,62904.92686682063
MIL,2016,Milwaukee Brewers,90857537,89330137,30097924,73,1244623,194,460464,1543.0,19506.107582631237
MIN,2000,Minnesota Twins,20117000,20117000,12040000,69,291550,116,173422,1021.0,11792.36043095005
MIN,2001,Minnesota Twins,28735000,28500000,16525000,85,338058,164,173780,1083.0,15258.54108956602
MIN,2002,Minnesota Twins,40650000,40425000,29702500,94,432446,167,242065,1089.0,27275.022956841138
MIN,2003,Minnesota Twins,56280000,56280000,36420000,90,625333,155,363096,1027.0,35462.51217137293
MIN,2004,Minnesota Twins,56385000,50635000,16150000,92,612880,191,265104,982.0,16446.02851323829
MIN,2005,Minnesota Twins,56186000,55540000,29579500,83,676939,134,414477,978.0,30244.88752556237
MIN,2006,Minnesota Twins,76246006,75919006,43088500,96,794229,143,530902,872.0,49413.41743119266
MIN,2007,Minnesota Twins,87989500,87199500,43675000,79,1113791,118,738978,839.0,52056.01907032181
MIN,2008,Minnesota Twins,84027766,84027766,42535000,88,954860,111,757006,979.0,43447.39530132789
MIN,2009,Minnesota Twins,70465266,69575266,25878000,87,809945,172,404507,1021.0,25345.739471106757
MIN,2010,Minnesota Twins,97559166,85409166,22742500,94,1037863,142,601473,967.0,23518.614270941056
MIN,2011,Minnesota Twins,121112000,121112000,54355500,63,1922412,103,1175844,1048.0,51865.935114503816
MIN,2012,Minnesota Twins,111585000,105085000,45970000,66,1690681,131,802175,1069.0,43002.806361085124
MIN,2013,Minnesota Twins,94787500,94787500,26392500,66,1436174,151,627731,1430.0,18456.293706293705
MIN,2014,Minnesota Twins,102422500,102422500,33832500,70,1463178,128,800175,1329.0,25457.110609480813
MIN,2015,Minnesota Twins,114355000,114355000,62857500,83,1377771,156,733044,1264.0,49729.034810126584
MIN,2016,Minnesota Twins,168174200,167629200,120620500,59,2850410,200,838146,1426.0,84586.60589060308
MON,2000,Montreal Expos,39319333,36119333,14936333,67,586855,178,202917,1048.0,14252.226145038168
MON,2001,Montreal Expos,48316500,48091500,28920500,68,710536,131,367110,1071.0,27003.267973856207
MON,2002,Montreal Expos,57443000,57018000,25710000,83,692084,162,351962,1104.0,23288.043478260868
MON,2003,Montreal Expos,52268500,48168500,14878500,83,629740,144,334503,990.0,15028.787878787878
MON,2004,Montreal Expos,50347500,50037500,16190500,67,751455,151,331374,925.0,17503.243243243243
NYA,2000,New York Yankees,94642660,94242660,43332867,87,1087846,205,459720,1007.0,43031.6454816286
NYA,2001,New York Yankees,114437143,112531143,44940000,95,1204601,203,554340,1035.0,43420.289855072464
NYA,2002,New York Yankees,126640033,126210033,61118669,103,1229514,223,565964,1171.0,52193.56874466268
NYA,2003,New York Yankees,193849814,188299814,90400000,101,1919305,230,818694,1042.0,86756.23800383878
NYA,2004,New York Yankees,215468950,215468950,111556836,101,2133355,242,890367,982.0,113601.66598778004
NYA,2005,New York Yankees,282306817,282306817,170630953,95,2971650,229,1232780,989.0,172528.76946410516
NYA,2006,New York Yankees,206113079,198113079,81450610,97,2124877,210,943395,1053.0,77351.00664767332
NYA,2007,New York Yankees,195726814,195726814,69484368,94,2082200,201,973765,991.0,70115.40665993946
NYA,2008,New York Yankees,238071062,238071062,101292991,89,2674955,180,1322617,1015.0,99796.05024630541
NYA,2009,New York Yankees,202748114,202748114,71079014,103,1968428,244,830934,1014.0,70097.64694280078
NYA,2010,New York Yankees,211033389,211033389,90482989,95,2221404,201,1049917,1136.0,79650.5184859155
NYA,2011,New York Yankees,202275028,194104628,74940764,97,2085309,222,874345,1138.0,65853.0439367311
NYA,2012,New York Yankees,196522289,187761814,69351150,95,2068655,245,766374,1176.0,58972.066326530614
NYA,2013,New York Yankees,231978886,231978886,80137714,85,2729163,144,1610964,1214.0,66011.29654036244
NYA,2014,New York Yankees,208043907,208043907,84062250,84,2476713,147,1415264,1133.0,74194.39541041483
NYA,2015,New York Yankees,212751957,212751957,78837400,87,2445424,212,1003546,1227.0,64252.15973920131
NYA,2016,New York Yankees,305703121,305177821,150779522,84,3639322,183,1667638,1188.0,126918.78956228956
NYN,2000,New York Mets,81719776,81719776,40629181,94,869359,198,412726,1037.0,39179.53809064609
NYN,2001,New York Mets,131358428,130628428,85332833,82,1601932,147,888628,1062.0,80351.06685499058
NYN,2002,New York Mets,116233593,113150260,57283333,75,1549781,160,707189,1044.0,54869.09291187739
NYN,2003,New York Mets,195793096,195793096,105766666,66,2966562,124,1578976,1035.0,102190.0154589372
NYN,2004,New York Mets,136444801,118628134,73444205,71,1921757,185,641233,1159.0,63368.59792924935
NYN,2005,New York Mets,104755821,104119321,48656441,83,1262118,175,594967,1075.0,45261.80558139535
NYN,2006,New York Mets,117120296,116787296,54054140,97,1207425,200,583936,1071.0,50470.71895424837
NYN,2007,New York Mets,116381663,115147663,49218234,88,1322518,177,650551,981.0,50171.49235474006
NYN,2008,New York Mets,137793376,129984376,58910067,89,1548240,172,755723,1024.0,57529.3623046875
NYN,2009,New York Mets,187516987,187516987,99647305,70,2678814,95,1973863,928.0,107378.5614224138
NYN,2010,New York Mets,141772942,140103942,55052373,79,1794594,128,1094562,1095.0,50276.139726027395
NYN,2011,New York Mets,174672743,153028036,62666164,77,2268477,108,1416926,1085.0,57756.8331797235
NYN,2012,New York Mets,97066483,97066483,54783061,74,1311709,139,698320,1250.0,43826.4488
NYN,2013,New York Mets,57881866,57881866,24129140,74,782187,130,445245,1384.0,17434.34971098266
NYN,2014,New York Mets,96306990,96306990,28961100,79,1219075,125,770455,1264.0,22912.26265822785
NYN,2015,New York Mets,96766683,96766683,34140075,90,1075185,177,546704,1290.0,26465.174418604653
NYN,2016,New York Mets,150014129,149467879,50389500,87,1724300,218,685632,1302.0,38701.6129032258
OAK,2000,Oakland Athletics,33341833,33341833,17509500,91,366393,239,139505,1159.0,15107.42018981881
OAK,2001,Oakland Athletics,41309250,41309250,19568167,102,404992,199,207584,1021.0,19165.687561214494
OAK,2002,Oakland Athletics,43746167,43523167,15805000,103,424720,205,212308,1008.0,15679.563492063493
OAK,2003,Oakland Athletics,50582834,50582834,19602667,96,526904,176,287402,898.0,21829.250556792875
OAK,2004,Oakland Athletics,60746667,60423167,26995500,91,667545,189,319699,1061.0,25443.44957587182
OAK,2005,Oakland Athletics,59825762,59825762,16952000,88,679838,155,385972,819.0,20698.4126984127
OAK,2006,Oakland Athletics,62243079,62243079,21661125,93,669280,175,355674,976.0,22193.775614754097
OAK,2007,Oakland Athletics,148540134,148540134,72773746,76,1954475,171,868655,1119.0,65034.625558534404
OAK,2008,Oakland Athletics,79052126,79052126,52687126,75,1054028,125,632417,1226.0,42974.817292006526
OAK,2009,Oakland Athletics,94540000,90230000,19590000,75,1260533,135,668370,1046.0,18728.48948374761
OAK,2010,Oakland Athletics,58164900,56792400,20897400,81,718085,109,521031,1061.0,19695.947219604146
OAK,2011,Oakland Athletics,84236500,84236500,27209000,74,1138331,114,738916,1094.0,24871.11517367459
OAK,2012,Oakland Athletics,76372500,71800000,36900000,94,812473,195,368205,1387.0,26604.18168709445
OAK,2013,Oakland Athletics,62482500,62482500,22835000,96,650859,186,335927,1178.0,19384.550084889644
OAK,2014,Oakland Athletics,114438400,114438400,59550900,88,1300436,146,783824,1104.0,53941.032608695656
OAK,2015,Oakland Athletics,172828504,172828504,124830004,68,2541595,146,1183756,1119.0,111554.96336014298
OAK,2016,Oakland Athletics,148210401,137175401,52690067,69,2147976,169,811688,1145.0,46017.52576419214
PHI,2000,Philadelphia Phillies,95659667,92454667,55373000,65,1471687,144,642046,1117.0,49572.963294538946
PHI,2001,Philadelphia Phillies,46313833,46313833,19703333,86,538532,164,282401,1125.0,17514.07377777778
PHI,2002,Philadelphia Phillies,67789999,64839999,21313333,80,847374,165,392969,1095.0,19464.23105022831
PHI,2003,Philadelphia Phillies,73300000,72980000,33233333,86,852325,166,439638,1155.0,28773.448484848486
PHI,2004,Philadelphia Phillies,94144167,93844167,42662500,86,1094699,215,436484,1133.0,37654.457193292146
PHI,2005,Philadelphia Phillies,109772000,109772000,44335333,88,1247409,167,657317,1083.0,40937.5189289012
PHI,2006,Philadelphia Phillies,133248333,133248333,66288333,85,1567627,216,616890,1203.0,55102.52119700748
PHI,2007,Philadelphia Phillies,89428213,89048213,47867499,89,1004811,213,418066,1205.0,39724.065560165975
PHI,2008,Philadelphia Phillies,97879880,96702380,41306666,92,1063911,214,451880,1117.0,36980.00537153089
PHI,2009,Philadelphia Phillies,113464046,113064046,55016666,93,1220043,224,504750,1155.0,47633.47705627706
PHI,2010,Philadelphia Phillies,144038379,144038379,64174333,97,1484931,166,867701,1064.0,60314.2227443609
PHI,2011,Philadelphia Phillies,177026379,176198379,98337333,102,1735552,153,1151623,1024.0,96032.5517578125
PHI,2012,Philadelphia Phillies,236388938,236388938,128875058,81,2918381,158,1496132,1094.0,117801.69835466178
PHI,2013,Philadelphia Phillies,188988164,188988164,94734500,73,2588878,140,1349915,1205.0,78617.84232365145
PHI,2014,Philadelphia Phillies,197932467,197932467,117382467,73,2711403,125,1583459,1306.0,89879.37748851455
PHI,2015,Philadelphia Phillies,245624500,243124500,161410500,63,3898801,130,1870188,1274.0,126695.83987441131
PHI,2016,Philadelphia Phillies,69034000,55521500,26958000,71,972309,161,344854,1376.0,19591.56976744186
PIT,2000,Pittsburgh Pirates,34865001,34865001,13415000,69,505289,168,207529,1032.0,12999.031007751939
PIT,2001,Pittsburgh Pirates,81960833,73735833,38280000,62,1321948,161,457986,1106.0,34611.21157323689
PIT,2002,Pittsburgh Pirates,52221599,48219099,21450667,72,725299,142,339571,1109.0,19342.350766456268
PIT,2003,Pittsburgh Pirates,87645763,83543263,33621168,75,1168610,163,512535,1049.0,32050.6844613918
PIT,2004,Pittsburgh Pirates,52627929,52627929,33924500,72,730943,142,370619,1066.0,31824.108818011257
PIT,2005,Pittsburgh Pirates,53971500,53334500,16225000,67,805544,139,383701,1092.0,14858.058608058607
PIT,2006,Pittsburgh Pirates,85767750,85113750,42038750,67,1280115,141,603643,1200.0,35032.291666666664
PIT,2007,Pittsburgh Pirates,38537833,38537833,16362833,68,566732,148,260390,1135.0,14416.59295154185
PIT,2008,Pittsburgh Pirates,66289783,65886283,23859783,67,989399,153,430629,1039.0,22964.179980750723
PIT,2009,Pittsburgh Pirates,98580000,98580000,34902500,62,1590000,125,788640,1142.0,30562.609457092818
PIT,2010,Pittsburgh Pirates,75973000,75563000,52671500,57,1332859,126,599706,1207.0,43638.35956917978
PIT,2011,Pittsburgh Pirates,52613500,51746500,18226500,72,730743,107,483612,1308.0,13934.633027522936
PIT,2012,Pittsburgh Pirates,67239499,67239499,40673500,79,851132,170,395526,1354.0,30039.512555391433
PIT,2013,Pittsburgh Pirates,81562000,81562000,49927000,94,867680,161,506596,1330.0,37539.0977443609
PIT,2014,Pittsburgh Pirates,91462500,91462500,55377000,88,1039346,156,586298,1244.0,44515.27331189711
PIT,2015,Pittsburgh Pirates,88892499,88892499,45029166,98,907066,140,634946,1322.0,34061.39636913767
PIT,2016,Pittsburgh Pirates,202326334,202326334,151014668,78,2593927,153,1322394,1334.0,113204.3988005997
SDN,2000,San Diego Padres,61894000,54752333,23168333,76,814394,157,348740,1177.0,19684.225148683094
SDN,2001,San Diego Padres,77832832,77832832,57125832,79,985225,161,483433,1273.0,44874.96622152396
SDN,2002,San Diego Padres,44665000,44430000,19475000,66,676742,136,326691,1062.0,18338.04143126177
SDN,2003,San Diego Padres,60760000,60760000,28698000,64,949375,128,474687,1073.0,26745.573159366264
SDN,2004,San Diego Padres,58434833,58434833,14576000,87,671664,139,420394,910.0,16017.582417582418
SDN,2005,San Diego Padres,86115833,85448833,35635000,82,1050193,130,657298,977.0,36473.899692937564
SDN,2006,San Diego Padres,75296141,75296141,33812142,88,855637,161,467677,1104.0,30626.940217391304
SDN,2007,San Diego Padres,76325167,75941167,45376500,89,857586,171,444100,1229.0,36921.48087876322
SDN,2008,San Diego Padres,135087616,133696416,84730000,63,2144247,154,868158,1259.0,67299.44400317712
SDN,2009,San Diego Padres,80651400,80221500,56965900,75,1075352,141,568946,1182.0,48194.500846023686
SDN,2010,San Diego Padres,39039800,38627000,24225900,90,433775,132,292628,1183.0,20478.360101437025
SDN,2011,San Diego Padres,60249140,59834340,28298140,71,848579,91,657520,1320.0,21437.984848484848
SDN,2012,San Diego Padres,62212000,62212000,23830600,76,818578,121,514148,1238.0,19249.273021001616
SDN,2013,San Diego Padres,86810500,86810500,50240900,76,1142243,146,594592,1309.0,38381.13063407181
SDN,2014,San Diego Padres,114273700,114273700,56471100,77,1484074,109,1048382,1294.0,43640.72642967542
SDN,2015,San Diego Padres,122691300,122691300,55561100,74,1657990,148,828995,1327.0,41869.70610399397
SDN,2016,San Diego Padres,236205414,235695814,142262414,68,3473609,177,1331614,1500.0,94841.60933333333
SEA,2000,Seattle Mariners,60765000,60765000,29907500,91,667747,198,306893,1073.0,27872.786579683132
SEA,2001,Seattle Mariners,74720834,72745834,29440000,116,644145,169,430448,989.0,29767.441860465115
SEA,2002,Seattle Mariners,80282668,80282668,30283333,93,863254,152,528175,1003.0,30192.754735792623
SEA,2003,Seattle Mariners,98909166,98609166,44500832,93,1063539,139,709418,989.0,44995.78564206269
SEA,2004,Seattle Mariners,131290834,130990834,69182500,63,2083981,136,963167,1058.0,65389.88657844991
SEA,2005,Seattle Mariners,107070334,105529334,38031000,69,1551743,130,811764,986.0,38570.9939148073
SEA,2006,Seattle Mariners,123540833,123540833,67852000,78,1583856,172,718260,974.0,69663.24435318274
SEA,2007,Seattle Mariners,106850833,105470833,33905000,88,1214214,153,689351,861.0,39378.62950058072
SEA,2008,Seattle Mariners,137343982,136953982,43135000,61,2251540,124,1104467,890.0,48466.29213483146
SEA,2009,Seattle Mariners,131981666,131171666,75595000,85,1552725,160,819822,1093.0,69162.85452881976
SEA,2010,Seattle Mariners,118810000,116893500,59774000,61,1947704,101,1157361,1184.0,50484.7972972973
SEA,2011,Seattle Mariners,97980900,93066400,29122400,67,1462401,109,853820,1280.0,22751.875
SEA,2012,Seattle Mariners,116420200,115940200,52010200,75,1552269,149,778122,1259.0,41310.72279586974
SEA,2013,Seattle Mariners,96682043,96682043,50529243,71,1361718,188,514266,1353.0,37346.07760532151
SEA,2014,Seattle Mariners,100041300,100041300,42279100,87,1149900,136,735597,1232.0,34317.4512987013
SEA,2015,Seattle Mariners,177695600,177695600,94047100,76,2338100,198,897452,1336.0,70394.53592814371
SEA,2016,Seattle Mariners,163990339,161290339,82346439,86,1906864,223,723275,1288.0,63933.57065217391
SFN,2000,San Francisco Giants,54337826,54337826,21125000,97,560183,226,240432,1032.0,20469.961240310076
SFN,2001,San Francisco Giants,71525167,69350167,34036667,90,794724,235,295107,1090.0,31226.3
SFN,2002,San Francisco Giants,78604835,78604835,32200667,95,827419,198,396994,961.0,33507.45785639958
SFN,2003,San Francisco Giants,88408167,79658167,28371167,100,884081,180,442545,980.0,28950.170408163267
SFN,2004,San Francisco Giants,93919166,84469166,35512666,91,1032078,183,461580,874.0,40632.3409610984
SFN,2005,San Francisco Giants,106160000,106160000,42220000,75,1415466,128,829375,901.0,46859.04550499445
SFN,2006,San Francisco Giants,93433577,93433577,32841733,76,1229389,163,573212,891.0,36859.408529741864
SFN,2007,San Francisco Giants,151214562,151214562,95718008,71,2129782,131,1154309,907.0,105532.53362734288
SFN,2008,San Francisco Giants,85137000,82637000,22475500,72,1182458,94,879117,1044.0,21528.256704980842
SFN,2009,San Francisco Giants,83026450,77866450,39314450,88,943482,122,638249,1158.0,33950.30224525043
SFN,2010,San Francisco Giants,103551333,103551333,48470833,92,1125557,162,639205,1099.0,44104.48862602366
SFN,2011,San Francisco Giants,118198333,118198333,63201833,86,1374399,121,976845,1122.0,56329.61942959002
SFN,2012,San Francisco Giants,118920683,112440683,80862683,94,1265113,103,1091657,1097.0,73712.56426618049
SFN,2013,San Francisco Giants,140180334,140180334,90942167,76,1844478,107,1310096,1078.0,84361.93599257884
SFN,2014,San Francisco Giants,207010167,207010167,136950000,88,2352388,132,1568258,1245.0,110000.0
SFN,2015,San Francisco Giants,172184000,172184000,96477500,84,2049809,136,1266058,1159.0,83242.01898188093
SFN,2016,San Francisco Giants,172253778,172253778,97810000,87,1979928,130,1325029,1107.0,88355.91689250225
SLN,2000,St. Louis Cardinals,68323863,68323863,32364690,95,719198,235,290739,1253.0,25829.76057462091
SLN,2001,St. Louis Cardinals,91438333,86913333,38196667,93,983207,199,436750,1089.0,35074.992653810834
SLN,2002,St. Louis Cardinals,93060875,92660875,56644209,97,959390,175,529490,927.0,61104.8640776699
SLN,2003,St. Louis Cardinals,86791666,85886666,36340000,85,1021078,196,438197,952.0,38172.268907563026
SLN,2004,St. Louis Cardinals,83228333,83228333,36595000,105,792650,214,388917,1085.0,33728.11059907834
SLN,2005,St. Louis Cardinals,92106833,91346833,30370000,100,921068,170,537334,947.0,32069.693769799367
SLN,2006,St. Louis Cardinals,92231371,90696371,40716000,83,1111221,184,492915,922.0,44160.52060737527
SLN,2007,St. Louis Cardinals,90286823,89904823,38927500,78,1157523,141,637622,909.0,42824.53245324532
SLN,2008,St. Louis Cardinals,100801949,92653949,53951500,86,1172115,174,532493,985.0,54773.09644670051
SLN,2009,St. Louis Cardinals,88528409,88128409,40943583,91,972839,160,550802,1041.0,39331.01152737752
SLN,2010,St. Louis Cardinals,99990751,99990751,48855971,86,1162683,150,666605,1027.0,47571.5394352483
SLN,2011,St. Louis Cardinals,126376572,119689072,67538903,90,1404184,162,738821,978.0,69058.18302658487
SLN,2012,St. Louis Cardinals,113513862,112663862,51002500,88,1289930,159,708577,1192.0,42787.3322147651
SLN,2013,St. Louis Cardinals,99985110,99985110,44613000,97,1030774,125,799880,1110.0,40191.89189189189
SLN,2014,St. Louis Cardinals,168012000,168012000,107238000,90,1866800,105,1600114,1133.0,94649.6028243601
SLN,2015,St. Louis Cardinals,119241500,119241500,50055500,100,1192415,137,870375,1267.0,39507.103393843725
SLN,2016,St. Louis Cardinals,145128500,133444500,61887000,86,1687540,225,593086,1318.0,46955.23520485584
TBA,2000,Tampa Bay Devil Rays,81468129,72043129,22100000,69,1180697,162,444710,1022.0,21624.26614481409
TBA,2001,Tampa Bay Devil Rays,84054000,69054000,17524000,62,1355709,121,570694,1116.0,15702.508960573477
TBA,2002,Tampa Bay Devil Rays,36435000,35933000,15583000,55,662454,133,270172,1115.0,13975.784753363228
TBA,2003,Tampa Bay Devil Rays,20830000,20830000,4700000,63,330634,137,152043,1030.0,4563.1067961165045
TBA,2004,Tampa Bay Devil Rays,33131667,32829167,10802500,70,473309,145,226408,944.0,11443.32627118644
TBA,2005,Tampa Bay Devil Rays,30313567,29944567,11869500,67,452441,157,190729,990.0,11989.39393939394
TBA,2006,Tampa Bay Devil Rays,55578534,55578534,14799600,61,911123,190,292518,1106.0,13381.19349005425
TBA,2007,Tampa Bay Devil Rays,28034300,28034300,10050300,66,424762,187,149916,1324.0,7590.861027190333
TBA,2008,Tampa Bay Rays,47045597,46644897,22574597,97,485006,180,259138,1224.0,18443.29820261438
TBA,2009,Tampa Bay Rays,81313034,81313034,44873766,84,968012,199,408608,1229.0,36512.421480878766
TBA,2010,Tampa Bay Rays,80923471,79123471,24641171,96,842952,160,494521,1292.0,19072.113777089784
TBA,2011,Tampa Bay Rays,41053571,41053571,15730371,91,451138,172,238683,1193.0,13185.558256496228
TBA,2012,Tampa Bay Rays,64173500,63692800,28323700,90,713038,175,363958,1323.0,21408.692365835224
TBA,2013,Tampa Bay Rays,56705272,56705272,27916154,92,616361,165,343668,1171.0,23839.584970111016
TBA,2014,Tampa Bay Rays,114689100,114689100,78232000,77,1489468,117,980248,1124.0,69601.42348754448
TBA,2015,Tampa Bay Rays,84396233,84396233,35208167,80,1054952,167,505366,1310.0,26876.463358778627
TBA,2016,Tampa Bay Rays,78332310,78332310,39503192,68,1151945,216,362649,1482.0,26655.32523616734
TEX,2000,Texas Rangers,83070921,80045921,41190000,71,1170012,173,462693,922.0,44674.62039045553
TEX,2001,Texas Rangers,101578500,100158500,25290000,73,1391486,246,407148,1093.0,23138.15187557182
TEX,2002,Texas Rangers,120876122,118709455,43604803,72,1678835,230,516128,1055.0,41331.56682464455
TEX,2003,Texas Rangers,140341667,129975000,56702500,71,1976643,239,543828,1052.0,53899.71482889734
TEX,2004,Texas Rangers,55050417,43183750,26713750,89,618544,227,190236,1099.0,24307.32484076433
TEX,2005,Texas Rangers,104899000,103927500,78486500,79,1327835,260,399721,1112.0,70581.38489208632
TEX,2006,Texas Rangers,108599740,108268740,45289163,80,1357496,183,591632,1061.0,42685.35626767201
TEX,2007,Texas Rangers,105483675,105102675,55243645,75,1406449,179,587165,1224.0,45133.69689542484
TEX,2008,Texas Rangers,74462326,74066996,40806002,79,942561,194,381788,1207.0,33807.78956089478
TEX,2009,Texas Rangers,104178798,100027798,70016872,87,1197457,224,446552,1253.0,55879.38707102953
TEX,2010,Texas Rangers,58996124,58190394,26657040,90,655512,162,359199,986.0,27035.53752535497
TEX,2011,Texas Rangers,106573744,103158744,41295590,96,1110143,210,491232,930.0,44403.86021505376
TEX,2012,Texas Rangers,127010974,127010974,40013900,93,1365709,200,635054,1103.0,36277.334542157754
TEX,2013,Texas Rangers,113508600,113508600,42241900,91,1247347,176,644935,1067.0,39589.40955951265
TEX,2014,Texas Rangers,121065059,118965059,32059827,67,1806941,111,1071757,1162.0,27590.21256454389
TEX,2015,Texas Rangers,170030289,170030289,67088900,88,1932162,172,988548,1233.0,54411.11111111111
TEX,2016,Texas Rangers,189036223,165036223,67091270,95,1989854,215,767610,1220.0,54992.84426229508
TOR,2000,Toronto Blue Jays,44838332,44838332,17744999,83,540220,244,183763,1026.0,17295.32066276803
TOR,2001,Toronto Blue Jays,105545999,102345999,50864666,80,1319324,195,524851,1094.0,46494.210237659965
TOR,2002,Toronto Blue Jays,103629333,99829333,37662333,78,1328581,187,533846,1142.0,32979.27583187391
TOR,2003,Toronto Blue Jays,57469000,57159000,17902000,86,668244,190,300836,1081.0,16560.59204440333
TOR,2004,Toronto Blue Jays,55459000,55459000,26538000,67,827746,145,382475,1083.0,24504.15512465374
TOR,2005,Toronto Blue Jays,46119500,46119500,25125500,80,576493,136,339113,955.0,26309.424083769634
TOR,2006,Toronto Blue Jays,90885500,90885500,42282500,87,1044660,199,456711,906.0,46669.426048565125
TOR,2007,Toronto Blue Jays,85942800,85561300,43258800,83,1035455,165,518553,1044.0,41435.63218390805
TOR,2008,Toronto Blue Jays,116478900,116075000,41605400,86,1354405,126,921230,938.0,44355.43710021322
TOR,2009,Toronto Blue Jays,98563300,97738700,36298000,75,1314177,209,467649,1028.0,35309.33852140078
TOR,2010,Toronto Blue Jays,66242500,64927600,18154300,85,779323,257,252636,1164.0,15596.47766323024
TOR,2011,Toronto Blue Jays,100815100,100365100,51523800,81,1244630,186,539597,1184.0,43516.72297297297
TOR,2012,Toronto Blue Jays,92070100,90495100,43713700,73,1261234,198,457045,1251.0,34943.00559552358
TOR,2013,Toronto Blue Jays,129638100,129638100,64607500,74,1751866,185,700746,1123.0,57531.16651825468
TOR,2014,Toronto Blue Jays,116485000,116485000,45187200,83,1403433,177,658107,1151.0,39259.079061685494
TOR,2015,Toronto Blue Jays,136518500,136518500,44542900,93,1467940,232,588441,1151.0,38699.30495221546
TOR,2016,Toronto Blue Jays,175826700,175826700,95501300,89,1975580,221,795595,1362.0,70118.42878120411
WAS,2005,Washington Nationals,58879000,58234500,30738000,81,726901,117,497730,1090.0,28200.0
WAS,2006,Washington Nationals,94151000,85176000,48195000,71,1326070,164,519365,1156.0,41691.17647058824
WAS,2007,Washington Nationals,40367500,33957500,14690000,73,552979,123,276077,1128.0,13023.04964539007
WAS,2008,Washington Nationals,73561000,73111000,23801000,59,1246796,117,624880,1095.0,21736.07305936073
WAS,2009,Washington Nationals,83240000,77809000,26254000,59,1410847,156,498775,1208.0,21733.443708609273
WAS,2010,Washington Nationals,79900000,76099000,28647000,69,1157971,149,510731,1220.0,23481.147540983606
WAS,2011,Washington Nationals,88356928,87942928,48075000,80,1104461,154,571057,1323.0,36337.86848072562
WAS,2012,Washington Nationals,81555143,81074143,35923465,98,832195,194,417907,1325.0,27112.049056603773
WAS,2013,Washington Nationals,125006270,125006270,55363091,86,1453561,161,776436,1192.0,46445.546140939594
WAS,2014,Washington Nationals,131983680,131983680,55588200,96,1374830,152,868313,1304.0,42628.98773006135
WAS,2015,Washington Nationals,157136972,157136972,83057800,83,1893216,177,887779,1344.0,61798.958333333336
WAS,2016,Washington Nationals,143200946,142681546,69976531,95,1507378,203,702864,1252.0,55891.79792332269
